+------------------------------------------+-------------------------------------------------------+
| Variable_name                            | Value                                                 |
| Com_drop_table                           | 1                                                     |
| Com_drop_trigger                         | 0                                                     |
| Com_drop_user                            | 0                                                     |
| Com_drop_view                            | 0                                                     |
| Com_empty_query                          | 0                                                     |
| Com_execute_sql                          | 0                                                     |
| Com_flush                                | 0                                                     |
| Com_grant                                | 2                                                     |
| Com_ha_close                             | 0                                                     |
| Com_ha_open                              | 0                                                     |
| Com_ha_read                              | 0                                                     |
| Com_help                                 | 0                                                     |
| Com_insert                               | 97                                                    |
| Com_insert_select                        | 0                                                     |
| Com_install_plugin                       | 0                                                     |
| Com_kill                                 | 0                                                     |
| Com_load                                 | 0                                                     |
| Com_lock_tables                          | 0                                                     |
| Com_optimize                             | 0                                                     |
| Com_preload_keys                         | 0                                                     |
| Com_prepare_sql                          | 0                                                     |
| Com_purge                                | 0                                                     |
| Com_purge_before_date                    | 0                                                     |
| Com_release_savepoint                    | 0                                                     |
| Com_rename_table                         | 0                                                     |
| Com_rename_user                          | 0                                                     |
| Com_repair                               | 0                                                     |
| Com_replace                              | 0                                                     |
| Com_replace_select                       | 0                                                     |
| Com_reset                                | 0                                                     |
| Com_resignal                             | 0                                                     |
| Com_revoke                               | 0                                                     |
| Com_revoke_all                           | 0                                                     |
| Com_rollback                             | 0                                                     |
| Com_rollback_to_savepoint                | 0                                                     |
| Com_savepoint                            | 0                                                     |
| Com_select                               | 0                                                     |
| Com_set_option                           | 0                                                     |
| Com_signal                               | 0                                                     |
| Com_show_authors                         | 0                                                     |
| Com_show_binlog_events                   | 0                                                     |
| Com_show_binlogs                         | 0                                                     |
| Com_show_charsets                        | 0                                                     |
| Com_show_client_statistics               | 0                                                     |
| Com_show_collations                      | 0                                                     |
| Com_show_contributors                    | 0                                                     |
| Com_show_create_db                       | 0                                                     |
| Com_show_create_event                    | 0                                                     |
| Com_show_create_func                     | 0                                                     |
| Com_show_create_proc                     | 0                                                     |
| Com_show_create_table                    | 0                                                     |
| Com_show_create_trigger                  | 0                                                     |
| Com_show_databases                       | 0                                                     |
| Com_show_engine_logs                     | 0                                                     |
| Com_show_engine_mutex                    | 0                                                     |
| Com_show_engine_status                   | 0                                                     |
| Com_show_events                          | 0                                                     |
| Com_show_errors                          | 0                                                     |
| Com_show_fields                          | 0                                                     |
| Com_show_function_status                 | 0                                                     |
| Com_show_grants                          | 0                                                     |
| Com_show_index_statistics                | 0                                                     |
| Com_show_keys                            | 0                                                     |
| Com_show_master_status                   | 0                                                     |
| Com_show_open_tables                     | 0                                                     |
| Com_show_plugins                         | 0                                                     |
| Com_show_privileges                      | 0                                                     |
| Com_show_procedure_status                | 0                                                     |
| Com_show_processlist                     | 0                                                     |
| Com_show_profile                         | 0                                                     |
| Com_show_profiles                        | 0                                                     |
| Com_show_relaylog_events                 | 0                                                     |
| Com_show_slave_hosts                     | 0                                                     |
| Com_show_slave_status                    | 0                                                     |
| Com_show_slave_status_nolock             | 0                                                     |
| Com_show_status                          | 1                                                     |
| Com_show_storage_engines                 | 0                                                     |
| Com_show_table_statistics                | 0                                                     |
| Com_show_table_status                    | 0                                                     |
| Com_show_tables                          | 0                                                     |
| Com_show_temporary_tables                | 0                                                     |
| Com_show_thread_statistics               | 0                                                     |
| Com_show_triggers                        | 0                                                     |
| Com_show_user_statistics                 | 0                                                     |
| Com_show_variables                       | 0                                                     |
| Com_show_warnings                        | 0                                                     |
| Com_slave_start                          | 0                                                     |
| Com_slave_stop                           | 0                                                     |
| Com_stmt_close                           | 0                                                     |
| Com_stmt_execute                         | 0                                                     |
| Com_stmt_fetch                           | 0                                                     |
| Com_stmt_prepare                         | 0                                                     |
| Com_stmt_reprepare                       | 0                                                     |
| Com_stmt_reset                           | 0                                                     |
| Com_stmt_send_long_data                  | 0                                                     |
| Com_truncate                             | 0                                                     |
| Com_uninstall_plugin                     | 0                                                     |
| Com_unlock_tables                        | 0                                                     |
| Com_update                               | 93                                                    |
| Com_update_multi                         | 0                                                     |
| Com_xa_commit                            | 0                                                     |
| Com_xa_end                               | 0                                                     |
| Com_xa_prepare                           | 0                                                     |
| Com_xa_recover                           | 0                                                     |
| Com_xa_rollback                          | 0                                                     |
| Com_xa_start                             | 0                                                     |
| Compression                              | OFF                                                   |
| Connections                              | 8                                                     |
| Created_tmp_disk_tables                  | 0                                                     |
| Created_tmp_files                        | 8                                                     |
| Created_tmp_tables                       | 1                                                     |
| Delayed_errors                           | 0                                                     |
| Delayed_insert_threads                   | 0                                                     |
| Delayed_writes                           | 0                                                     |
| Flashcache_enabled                       | OFF                                                   |
| Flush_commands                           | 1                                                     |
| Handler_commit                           | 762                                                   |
| Handler_delete                           | 0                                                     |
| Handler_discover                         | 0                                                     |
| Handler_prepare                          | 760                                                   |
| Handler_read_first                       | 3                                                     |
| Handler_read_key                         | 97                                                    |
| Handler_read_last                        | 0                                                     |
| Handler_read_next                        | 0                                                     |
| Handler_read_prev                        | 0                                                     |
| Handler_read_rnd                         | 93                                                    |
| Handler_read_rnd_next                    | 19                                                    |
| Handler_rollback                         | 0                                                     |
| Handler_savepoint                        | 0                                                     |
| Handler_savepoint_rollback               | 0                                                     |
| Handler_update                           | 93                                                    |
| Handler_write                            | 250004                                                |
| Innodb_adaptive_hash_cells               | 276671                                                |
| Innodb_adaptive_hash_heap_buffers        | 0                                                     |
| Innodb_adaptive_hash_hash_searches       | 239599                                                |
| Innodb_adaptive_hash_non_hash_searches   | 267909                                                |
| Innodb_background_log_sync               | 23                                                    |
| Innodb_buffer_pool_pages_data            | 3940                                                  |
| Innodb_buffer_pool_bytes_data            | 64552960                                              |
| Innodb_buffer_pool_pages_dirty           | 1543                                                  |
| Innodb_buffer_pool_bytes_dirty           | 25280512                                              |
| Innodb_buffer_pool_pages_flushed         | 2691                                                  |
| Innodb_buffer_pool_pages_LRU_flushed     | 0                                                     |
| Innodb_buffer_pool_pages_free            | 4250                                                  |
| Innodb_buffer_pool_pages_made_not_young  | 0                                                     |
| Innodb_buffer_pool_pages_made_young      | 0                                                     |
| Innodb_buffer_pool_pages_misc            | 1                                                     |
| Innodb_buffer_pool_pages_old             | 1434                                                  |
| Innodb_buffer_pool_pages_total           | 8191                                                  |
| Innodb_buffer_pool_read_ahead_rnd        | 0                                                     |
| Innodb_buffer_pool_read_ahead            | 0                                                     |
| Innodb_buffer_pool_read_ahead_evicted    | 0                                                     |
| Innodb_buffer_pool_read_requests         | 1326928                                               |
| Innodb_buffer_pool_reads                 | 146                                                   |
| Innodb_buffer_pool_wait_free             | 0                                                     |
| Innodb_buffer_pool_write_requests        | 790894                                                |
| Innodb_checkpoint_age                    | 25067980                                              |
| Innodb_checkpoint_max_age                | 108005254                                             |
| Innodb_checkpoint_target_age             | 104630090                                             |
| Innodb_data_fsyncs                       | 187                                                   |
| Innodb_data_pending_fsyncs               | 0                                                     |
| Innodb_data_pending_reads                | 0                                                     |
| Innodb_data_pending_writes               | 0                                                     |
| Innodb_data_read                         | 4575232                                               |
| Innodb_data_reads                        | 157                                                   |
| Innodb_data_writes                       | 2903                                                  |
| Innodb_data_written                      | 155288576                                             |
| Innodb_dblwr_pages_written               | 2691                                                  |
| Innodb_dblwr_writes                      | 30                                                    |
| Innodb_deadlocks                         | 0                                                     |
| Innodb_dict_tables                       | 9                                                     |
| Innodb_have_atomic_builtins              | ON                                                    |
| Innodb_history_list_length               | 98                                                    |
| Innodb_ibuf_discarded_delete_marks       | 0                                                     |
| Innodb_ibuf_discarded_deletes            | 0                                                     |
| Innodb_ibuf_discarded_inserts            | 0                                                     |
| Innodb_ibuf_free_list                    | 0                                                     |
| Innodb_ibuf_merged_delete_marks          | 0                                                     |
| Innodb_ibuf_merged_deletes               | 0                                                     |
| Innodb_ibuf_merged_inserts               | 0                                                     |
| Innodb_ibuf_merges                       | 0                                                     |
| Innodb_ibuf_segment_size                 | 2                                                     |
| Innodb_ibuf_size                         | 1                                                     |
| Innodb_log_waits                         | 0                                                     |
| Innodb_log_write_requests                | 133095                                                |
| Innodb_log_writes                        | 36                                                    |
| Innodb_lsn_current                       | 68826772                                              |
| Innodb_lsn_flushed                       | 68683095                                              |
| Innodb_lsn_last_checkpoint               | 43758792                                              |
| Innodb_master_thread_1_second_loops      | 23                                                    |
| Innodb_master_thread_10_second_loops     | 2                                                     |
| Innodb_master_thread_background_loops    | 8                                                     |
| Innodb_master_thread_main_flush_loops    | 8                                                     |
| Innodb_master_thread_sleeps              | 22                                                    |
| Innodb_max_trx_id                        | 1578                                                  |
| Innodb_mem_adaptive_hash                 | 2233968                                               |
| Innodb_mem_dictionary                    | 599937                                                |
| Innodb_mem_total                         | 137756672                                             |
| Innodb_mutex_os_waits                    | 32                                                    |
| Innodb_mutex_spin_rounds                 | 1020                                                  |
| Innodb_mutex_spin_waits                  | 34                                                    |
| Innodb_oldest_view_low_limit_trx_id      | 1391                                                  |
| Innodb_os_log_fsyncs                     | 44                                                    |
| Innodb_os_log_pending_fsyncs             | 0                                                     |
| Innodb_os_log_pending_writes             | 0                                                     |
| Innodb_os_log_written                    | 67102720                                              |
| Innodb_page_size                         | 16384                                                 |
| Innodb_pages_created                     | 3795                                                  |
| Innodb_pages_read                        | 145                                                   |
| Innodb_pages_written                     | 2691                                                  |
| Innodb_purge_trx_id                      | 1389                                                  |
| Innodb_purge_undo_no                     | 0                                                     |
| Innodb_row_lock_current_waits            | 0                                                     |
| Innodb_current_row_locks                 | 18446744073709551518                                  |
| Innodb_row_lock_time                     | 0                                                     |
| Innodb_row_lock_time_avg                 | 0                                                     |
| Innodb_row_lock_time_max                 | 0                                                     |
| Innodb_row_lock_waits                    | 0                                                     |
| Innodb_rows_deleted                      | 0                                                     |
| Innodb_rows_inserted                     | 250000                                                |
| Innodb_rows_read                         | 97                                                    |
| Innodb_rows_updated                      | 97                                                    |
| Innodb_read_views_memory                 | 112                                                   |
| Innodb_descriptors_memory                | 8000                                                  |
| Innodb_s_lock_os_waits                   | 13                                                    |
| Innodb_s_lock_spin_rounds                | 420                                                   |
| Innodb_s_lock_spin_waits                 | 14                                                    |
| Innodb_truncated_status_writes           | 0                                                     |
| Innodb_x_lock_os_waits                   | 12                                                    |
| Innodb_x_lock_spin_rounds                | 360                                                   |
| Innodb_x_lock_spin_waits                 | 0                                                     |
| Key_blocks_not_flushed                   | 0                                                     |
| Key_blocks_unused                        | 6694                                                  |
| Key_blocks_used                          | 4                                                     |
| Key_read_requests                        | 14                                                    |
| Key_reads                                | 4                                                     |
| Key_write_requests                       | 8                                                     |
| Key_writes                               | 8                                                     |
| Last_query_cost                          | 0.000000                                              |
| Max_used_connections                     | 7                                                     |
| Not_flushed_delayed_rows                 | 0                                                     |
| Open_files                               | 18                                                    |
| Open_streams                             | 0                                                     |
| Open_table_definitions                   | 34                                                    |
| Open_tables                              | 30                                                    |
| Opened_files                             | 87                                                    |
| Opened_table_definitions                 | 36                                                    |
| Opened_tables                            | 39                                                    |
| Performance_schema_cond_classes_lost     | 0                                                     |
| Performance_schema_cond_instances_lost   | 0                                                     |
| Performance_schema_file_classes_lost     | 0                                                     |
| Performance_schema_file_handles_lost     | 0                                                     |
| Performance_schema_file_instances_lost   | 0                                                     |
| Performance_schema_locker_lost           | 0                                                     |
| Performance_schema_mutex_classes_lost    | 0                                                     |
| Performance_schema_mutex_instances_lost  | 0                                                     |
| Performance_schema_rwlock_classes_lost   | 0                                                     |
| Performance_schema_rwlock_instances_lost | 0                                                     |
| Performance_schema_table_handles_lost    | 0                                                     |
| Performance_schema_table_instances_lost  | 0                                                     |
| Performance_schema_thread_classes_lost   | 0                                                     |
| Performance_schema_thread_instances_lost | 0                                                     |
| Prepared_stmt_count                      | 0                                                     |
| Qcache_free_blocks                       | 0                                                     |
| Qcache_free_memory                       | 0                                                     |
| Qcache_hits                              | 0                                                     |
| Qcache_inserts                           | 0                                                     |
| Qcache_lowmem_prunes                     | 0                                                     |
| Qcache_not_cached                        | 0                                                     |
| Qcache_queries_in_cache                  | 0                                                     |
| Qcache_total_blocks                      | 0                                                     |
| Queries                                  | 374                                                   |
| Questions                                | 197                                                   |
| Rpl_status                               | AUTH_MASTER                                           |
| Select_full_join                         | 0                                                     |
| Select_full_range_join                   | 0                                                     |
| Select_range                             | 0                                                     |
| Select_range_check                       | 0                                                     |
| Select_scan                              | 1                                                     |
| Slave_heartbeat_period                   | 0.000                                                 |
| Slave_open_temp_tables                   | 0                                                     |
| Slave_received_heartbeats                | 0                                                     |
| Slave_retried_transactions               | 0                                                     |
| Slave_running                            | OFF                                                   |
| Slow_launch_threads                      | 0                                                     |
| Slow_queries                             | 0                                                     |
| Sort_merge_passes                        | 0                                                     |
| Sort_range                               | 0                                                     |
| Sort_rows                                | 0                                                     |
| Sort_scan                                | 0                                                     |
| Ssl_accept_renegotiates                  | 0                                                     |
| Ssl_accepts                              | 0                                                     |
| Ssl_callback_cache_hits                  | 0                                                     |
| Ssl_cipher                               |                                                       |
| Ssl_cipher_list                          |                                                       |
| Ssl_client_connects                      | 0                                                     |
| Ssl_connect_renegotiates                 | 0                                                     |
| Ssl_ctx_verify_depth                     | 0                                                     |
| Ssl_ctx_verify_mode                      | 0                                                     |
| Ssl_default_timeout                      | 0                                                     |
| Ssl_finished_accepts                     | 0                                                     |
| Ssl_finished_connects                    | 0                                                     |
| Ssl_session_cache_hits                   | 0                                                     |
| Ssl_session_cache_misses                 | 0                                                     |
| Ssl_session_cache_mode                   | NONE                                                  |
| Ssl_session_cache_overflows              | 0                                                     |
| Ssl_session_cache_size                   | 0                                                     |
| Ssl_session_cache_timeouts               | 0                                                     |
| Ssl_sessions_reused                      | 0                                                     |
| Ssl_used_session_cache_entries           | 0                                                     |
| Ssl_verify_depth                         | 0                                                     |
| Ssl_verify_mode                          | 0                                                     |
| Ssl_version                              |                                                       |
| Table_locks_immediate                    | 245                                                   |
| Table_locks_waited                       | 0                                                     |
| Tc_log_max_pages_used                    | 0                                                     |
| Tc_log_page_size                         | 0                                                     |
| Tc_log_page_waits                        | 0                                                     |
| Threadpool_idle_threads                  | 0                                                     |
| Threadpool_threads                       | 0                                                     |
| Threads_cached                           | 0                                                     |
| Threads_connected                        | 7                                                     |
| Threads_created                          | 7                                                     |
| Threads_running                          | 2                                                     |
| Uptime                                   | 2716                                                  |
| Uptime_since_flush_status                | 2716                                                  |
| binlog_commits                           | 0                                                     |
| binlog_group_commits                     | 0                                                     |
| wsrep_local_state_uuid                   | e0ba80c5-4660-11e3-b2b6-abf1418751b6                  |
| wsrep_protocol_version                   | 4                                                     |
| wsrep_last_committed                     | 210                                                   |
| wsrep_replicated                         | 0                                                     |
| wsrep_replicated_bytes                   | 0                                                     |
| wsrep_received                           | 310                                                   |
| wsrep_received_bytes                     | 54272472                                              |
| wsrep_local_commits                      | 0                                                     |
| wsrep_local_cert_failures                | 0                                                     |
| wsrep_local_bf_aborts                    | 0                                                     |
| wsrep_local_replays                      | 0                                                     |
| wsrep_local_send_queue                   | 0                                                     |
| wsrep_local_send_queue_avg               | 0.000000                                              |
| wsrep_local_recv_queue                   | 0                                                     |
| wsrep_local_recv_queue_avg               | 8.674194                                              |
| wsrep_flow_control_paused                | 0.000000                                              |
| wsrep_flow_control_sent                  | 0                                                     |
| wsrep_flow_control_recv                  | 0                                                     |
| wsrep_cert_deps_distance                 | 55.027523                                             |
| wsrep_apply_oooe                         | 0.401914                                              |
| wsrep_apply_oool                         | 0.033493                                              |
| wsrep_apply_window                       | 2.918660                                              |
| wsrep_commit_oooe                        | 0.000000                                              |
| wsrep_commit_oool                        | 0.000000                                              |
| wsrep_commit_window                      | 2.019139                                              |
| wsrep_local_state                        | 4                                                     |
| wsrep_local_state_comment                | Synced                                                |
| wsrep_cert_index_size                    | 4263                                                  |
| wsrep_causal_reads                       | 0                                                     |
| wsrep_incoming_addresses                 | 192.168.70.2:3306,192.168.70.3:3306,192.168.70.4:3306 |
| wsrep_cluster_conf_id                    | 3                                                     |
| wsrep_cluster_size                       | 3                                                     |
| wsrep_cluster_state_uuid                 | e0ba80c5-4660-11e3-b2b6-abf1418751b6                  |
| wsrep_cluster_status                     | Primary                                               |
| wsrep_connected                          | ON                                                    |
| wsrep_local_index                        | 1                                                     |
| wsrep_provider_name                      | Galera                                                |
| wsrep_provider_vendor                    | Codership Oy <info@codership.com>                     |
| wsrep_provider_version                   | 2.8(r162)                                             |
| wsrep_ready                              | ON                                                    |
+------------------------------------------+-------------------------------------------------------+

+------------------------------------------+-------------------------------------------------------+
| Variable_name                            | Value                                                 |
+------------------------------------------+-------------------------------------------------------+
| Aborted_clients                          | 0                                                     |
| Aborted_connects                         | 0                                                     |
| Binlog_cache_disk_use                    | 0                                                     |
| Binlog_cache_use                         | 331                                                   |
| Binlog_stmt_cache_disk_use               | 0                                                     |
| Binlog_stmt_cache_use                    | 0                                                     |
| Bytes_received                           | 56122                                                 |
| Bytes_sent                               | 30259                                                 |
| Com_admin_commands                       | 0                                                     |
| Com_assign_to_keycache                   | 0                                                     |
| Com_alter_db                             | 0                                                     |
| Com_alter_db_upgrade                     | 0                                                     |
| Com_alter_event                          | 0                                                     |
| Com_alter_function                       | 0                                                     |
| Com_alter_procedure                      | 0                                                     |
| Com_alter_server                         | 0                                                     |
| Com_alter_table                          | 0                                                     |
| Com_alter_tablespace                     | 0                                                     |
| Com_analyze                              | 0                                                     |
| Com_begin                                | 0                                                     |
| Com_binlog                               | 0                                                     |
| Com_call_procedure                       | 0                                                     |
| Com_change_db                            | 0                                                     |
| Com_change_master                        | 0                                                     |
